Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,Education Level,2 Digit NAICS Industy,Rp,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,URL
Fish Culturist,0.1,0.4,0.3,0.1,0.1,Associates,11,0.5,132250,Associate's degree,"23,000",1% (Little or no change),300,https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm
Fishery Biologist,0.2,0.3,0.3,0.1,0.1,Masters,11,0.5,124200,Bachelor's degree,"1,795,300",25% (Much faster than average),"451,200",https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm
Fish Fryer,0.05,0.8,0.05,0.1,0,,72,0.85,67430,Bachelor's degree,"19,100",3% (As fast as average),600,https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm
Fish Hatchery Manager,0.2,0.4,0.2,0.1,0.1,Associates,11,0.6,76480,Bachelor's degree,"80,500",6% (Faster than average),"4,900",https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm
Fishing and hunting workers,0.05,0.7,0.15,0.1,0.05,Highschool,11,0.7142857143,135740,Doctoral or professional degree,"826,300",8% (Faster than average),"62,400",https://www.bls.gov/ooh/legal/lawyers.htm
Fishing Boat Captain,0.1,0.4,0.2,0.2,0.1,Highschool,11,0.5,67440,Bachelor's degree,"297,100",6% (Faster than average),"18,000",https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm
Fish Smoker,0.05,0.7,0.1,0.1,0.05,,31,0.75,67440,Bachelor's degree,"297,100",6% (Faster than average),"18,000",https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm
Fish Warden,0.1,0.4,0.2,0.2,0.1,Associates,11,0.5,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Fitness Club Manager,0.3,0.2,0.2,0.3,0.5,Bachelors,71,0.3333333333,113940,Master's degree,"17,600",6% (Faster than average),"1,100",https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm
Fitness Trainer,0.1,0.4,0.2,0.3,0.05,Professional Certificate,71,0.4761904762,50980,Associate's degree,"13,900",1% (Little or no change),200,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineering-technicians.htm
Fitness trainers and instructors,0.1,0.4,0.2,0.3,0.05,Professional Certificate,71,0.4761904762,78520,Master's degree,"10,000",27% (Much faster than average),"2,700",https://www.bls.gov/ooh/life-physical-and-social-science/epidemiologists.htm
Fixed Capital Clerk,0.6,0.3,0.05,0.05,0,Associates,52,0.9,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300",https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm
Flame Hardening Machine Setter,0.05,0.7,0.15,0.05,0.05,Highschool,33,0.75,75240,See How to Become One,"138,400",13% (Much faster than average),"17,700",https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm
Flat Sorter Operator,0.1,0.7,0.1,0.05,0.05,Highschool,49,0.8,75240,See How to Become One,"138,400",13% (Much faster than average),"17,700",https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm
Flat Sorting Machine Clerk,0.3,0.6,0.05,0.05,0,Highschool,49,0.9,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Flavor Technician,0.2,0.4,0.3,0.1,0,Associates,31,0.6,65800,See How to Become One,"17,400",5% (Faster than average),900,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm
Flight attendants,0.1,0.4,0.2,0.3,0,Highschool,48,0.5,64420,Bachelor's degree,"36,000",4% (As fast as average),"1,300",https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm
Flight Crew Scheduler,0.6,0.2,0.1,0.1,0,Associates,48,0.8,96530,Bachelor's degree,"47,300",6% (Faster than average),"2,900",https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm
Flight Crew Time Clerk,0.4,0.4,0.1,0.1,0,Highschool,48,0.8,50980,Associate's degree,"13,900",1% (Little or no change),200,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineering-technicians.htm
Flight Data Technician,0.7,0.2,0.1,0.1,0.05,Associates,48,0.7826086957,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Flight Instructor (Commercial Pilots),0.1,0.3,0.4,0.2,0,Professional Certificate,61,0.4,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Flight Paramedic,0.1,0.4,0.3,0.2,0,Professional Certificate,62,0.5,48380,Associate's degree,"35,000",6% (Faster than average),"2,000",https://www.bls.gov/ooh/life-physical-and-social-science/environmental-science-and-protection-technicians.htm
Flight Steward,0.05,0.6,0.1,0.25,0,Highschool,48,0.65,76480,Bachelor's degree,"80,500",6% (Faster than average),"4,900",https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm
Flight Systems Test Engineer,0.4,0.2,0.3,0.05,0.05,Bachelors,54,0.6,99960,Master's degree,"35,600",30% (Much faster than average),"10,600",https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm
Flight Test Engineer,0.3,0.2,0.4,0.1,0,Bachelors,54,0.5,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Flight Test Mechanic,0.1,0.4,0.3,0.1,0.1,Associates,48,0.5,50980,Associate's degree,"13,900",1% (Little or no change),200,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineering-technicians.htm
Floor Cleaner,0.05,0.9,0.05,0.1,0,,56,0.8636363636,78520,Master's degree,"10,000",27% (Much faster than average),"2,700",https://www.bls.gov/ooh/life-physical-and-social-science/epidemiologists.htm
Floor Finisher,0.05,0.7,0.1,0.15,0,Highschool,23,0.75,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600",https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm
Flooring installers and tile and stone setters,0.05,0.7,0.15,0.1,0.05,Highschool,23,0.7142857143,36010,High school diploma or equivalent,"20,400",10% (Much faster than average),"2,000",https://www.bls.gov/ooh/entertainment-and-sports/umpires-referees-and-other-sports-officials.htm
Floor Refinisher,0.05,0.7,0.1,0.1,0.05,Highschool,23,0.75,33290,See How to Become One,"804,600",-2% (Decline),"-16,000",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm
Floor Sander,0.05,0.8,0.05,0.1,0,Highschool,23,0.85,103260,Doctoral or professional degree,"89,500",20% (Much faster than average),"17,700",https://www.bls.gov/ooh/healthcare/veterinarians.htm
Floor Sanding Machine Operator,0.05,0.8,0.1,0.05,0,Highschool,23,0.85,75120,Bachelor's degree,"571,900",-6% (Decline),"-34,600",https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm
Floor Scraper,0,0.9,0.05,0.05,0,,23,0.9,34960,See How to Become One,"7,099,400",5% (Faster than average),"353,400",https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm
Floral Arranger,0.05,0.6,0.25,0.1,0,Highschool,45,0.65,67480,Bachelor's degree,"482,200",7% (Faster than average),"35,600",https://www.bls.gov/ooh/sales/securities-commodities-and-financial-services-sales-agents.htm
Floral Artist,0.1,0.4,0.3,0.15,0.05,Highschool,45,0.5,41730,See How to Become One,"879,500",4% (As fast as average),"31,700",https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm
Floral Decorator,0.1,0.4,0.3,0.2,0,Highschool,45,0.5,75240,See How to Become One,"138,400",13% (Much faster than average),"17,700",https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm
Floral designers,0.1,0.4,0.3,0.15,0.05,Highschool,45,0.5,99000,High school diploma or equivalent,"25,100",1% (Little or no change),400,https://www.bls.gov/ooh/construction-and-extraction/elevator-installers-and-repairers.htm
Floriculture Professor,0.1,0.2,0.4,0.2,0.1,PhD,61,0.3,99000,High school diploma or equivalent,"25,100",1% (Little or no change),400,https://www.bls.gov/ooh/construction-and-extraction/elevator-installers-and-repairers.htm
Floriculturist,0.1,0.6,0.2,0.1,0.05,Associates,11,0.6666666667,99000,High school diploma or equivalent,"25,100",1% (Little or no change),400,https://www.bls.gov/ooh/construction-and-extraction/elevator-installers-and-repairers.htm
Florist,0.1,0.6,0.1,0.15,0.05,Highschool,45,0.7,61560,Bachelor's degree,"77,600",5% (Faster than average),"3,600",https://www.bls.gov/ooh/business-and-financial/appraisers-and-assessors-of-real-estate.htm
Florist Designer,0.1,0.4,0.3,0.15,0.05,Highschool,45,0.5,61560,Bachelor's degree,"77,600",5% (Faster than average),"3,600",https://www.bls.gov/ooh/business-and-financial/appraisers-and-assessors-of-real-estate.htm
Flower Arranger,0.05,0.6,0.2,0.1,0.05,Highschool,45,0.65,135740,Doctoral or professional degree,"826,300",8% (Faster than average),"62,400",https://www.bls.gov/ooh/legal/lawyers.htm
Flower Picker,0.05,0.8,0.05,0.1,0,,11,0.85,95390,Bachelor's degree,"327,600",13% (Much faster than average),"42,000",https://www.bls.gov/ooh/business-and-financial/personal-financial-advisors.htm
Fluid Dynamicist,0.4,0.2,0.3,0.05,0.05,PhD,54,0.6,95390,Bachelor's degree,"327,600",13% (Much faster than average),"42,000",https://www.bls.gov/ooh/business-and-financial/personal-financial-advisors.htm
Flutist,0.05,0.4,0.4,0.15,0,Bachelors,71,0.45,38060,Postsecondary nondegree award,"82,000",9% (Much faster than average),"7,500",https://www.bls.gov/ooh/personal-care-and-service/skincare-specialists.htm
Food and Beverage Manager,0.2,0.3,0.2,0.2,0.1,Associates,72,0.5,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Food and beverage serving and related workers,0.05,0.7,0.1,0.6,0.05,Highschool,72,0.5,63940,Master's degree,"8,000",4% (As fast as average),300,https://www.bls.gov/ooh/life-physical-and-social-science/anthropologists-and-archeologists.htm
Food and tobacco processing workers,0.1,0.7,0.05,0.1,0.05,Highschool,31,0.8,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Food Chemist,0.2,0.3,0.4,0.05,0.05,PhD,54,0.5,53420,See How to Become One,"37,700",10% (Much faster than average),"3,700",https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm
Food Cooking Machine Operator,0.1,0.7,0.1,0.05,0.05,Highschool,31,0.8,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Food Counter Worker,0.05,0.7,0.05,0.2,0,,72,0.75,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Food Dehydrator Operator,0.1,0.7,0.1,0.05,0.05,Highschool,31,0.8,51390,Postsecondary nondegree award,"415,800",6% (Faster than average),"23,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm
Food preparation workers,0.05,0.8,0.05,0.1,0,Highschool,72,0.85,53960,See How to Become One,"142,800",2% (As fast as average),"2,500",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm
Food Preparer,0.05,0.7,0.1,0.1,0.05,,72,0.75,52560,Bachelor's degree,"132,000",8% (Faster than average),"9,900",https://www.bls.gov/ooh/business-and-financial/meeting-convention-and-event-planners.htm
Food Preservation Scientist,0.3,0.2,0.4,0.05,0.05,PhD,55,0.5,52560,Bachelor's degree,"132,000",8% (Faster than average),"9,900",https://www.bls.gov/ooh/business-and-financial/meeting-convention-and-event-planners.htm
Food Processing Scientist,0.3,0.2,0.4,0.1,0.1,Masters,31,0.4545454545,36380,High school diploma or equivalent,"364,100",-15% (Decline),"-52,900",https://www.bls.gov/ooh/office-and-administrative-support/tellers.htm
Food Quality Control Technician,0.2,0.4,0.2,0.1,0.1,Associates,31,0.6,44080,High school diploma or equivalent,"3,399,200",-10% (Decline),"-332,600",https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm
Food Quality Technician,0.2,0.4,0.2,0.1,0.1,Associates,31,0.6,31290,High school diploma or equivalent,"132,100",1% (Little or no change),"1,700",https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm
Food Safety Scientist,0.3,0.2,0.4,0.1,0.1,Masters,54,0.4545454545,56520,High school diploma or equivalent,"174,400",5% (Faster than average),"9,200",https://www.bls.gov/ooh/food-preparation-and-serving/chefs-and-head-cooks.htm
Food Scientist,0.3,0.2,0.4,0.1,0.1,Masters,72,0.4545454545,148900,See How to Become One,"142,600",4% (As fast as average),"5,600",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm
Food Service Director,0.2,0.3,0.2,0.2,0.1,Bachelors,72,0.5,53420,See How to Become One,"37,700",10% (Much faster than average),"3,700",https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm
Food service managers,0.15,0.4,0.2,0.6,0.5,Highschool,72,0.2972972973,,See How to Become One,"18,400",5% (Faster than average),"1,000",https://www.bls.gov/ooh/entertainment-and-sports/dancers-and-choreographers.htm
Food Technologist,0.3,0.4,0.2,0.05,0.05,Bachelors,31,0.7,44820,Postsecondary nondegree award,"371,000",7% (Faster than average),"25,700",https://www.bls.gov/ooh/healthcare/dental-assistants.htm
Foot and Ankle Surgeon,0.1,0.3,0.4,0.2,0,Doctorate,62,0.4,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm
Football Coach,0.1,0.2,0.3,0.3,0.1,Bachelors,71,0.3,85330,See How to Become One,"196,000",6% (Faster than average),"12,000",https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm
Foot Doctor,0.1,0.3,0.3,0.2,0.1,Doctorate,62,0.4,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300",https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm
Foot Orthopedist,0.1,0.3,0.4,0.2,0.05,Doctorate,62,0.380952381,130600,Bachelor's degree,"554,700",4% (As fast as average),"22,500",https://www.bls.gov/ooh/management/sales-managers.htm
Foreign Banknote Teller,0.3,0.5,0.1,0.1,0,Highschool,52,0.8,38310,High school diploma or equivalent,"95,000",3% (As fast as average),"3,000",https://www.bls.gov/ooh/building-and-grounds-cleaning/pest-control-workers.htm
Foreign Correspondent,0.3,0.2,0.3,0.2,0,Bachelors,51,0.5,38310,High school diploma or equivalent,"95,000",3% (As fast as average),"3,000",https://www.bls.gov/ooh/building-and-grounds-cleaning/pest-control-workers.htm
Foreign Exchange Clerk,0.4,0.4,0.1,0.1,0,Associates,52,0.8,139220,Doctoral or professional degree,"23,600",5% (Faster than average),"1,100",https://www.bls.gov/ooh/life-physical-and-social-science/physicists-and-astronomers.htm
Foreign Exchange Position Clerk,0.4,0.4,0.1,0.1,0,Bachelors,52,0.8,41180,High school diploma or equivalent,"73,400",-1% (Little or no change),"-1,000",https://www.bls.gov/ooh/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm
Foreign Exchange Trader,0.7,0.2,0.7,0.3,0.2,Bachelors,52,0.4285714286,39610,High school diploma or equivalent,"73,300",3% (As fast as average),"2,000",https://www.bls.gov/ooh/healthcare/opticians-dispensing.htm
Forensic Analyst,0.7,0.2,0.7,0.2,0.1,Bachelors,54,0.4736842105,41180,High school diploma or equivalent,"73,400",-1% (Little or no change),"-1,000",https://www.bls.gov/ooh/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm
Forensic Materials Engineer,0.3,0.2,0.4,0.1,0,Masters,54,0.5,41180,High school diploma or equivalent,"73,400",-1% (Little or no change),"-1,000",https://www.bls.gov/ooh/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm
Forensic Psychiatrist,0.2,0.2,0.4,0.2,0,Doctorate,62,0.4,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Forensic Psychologist,0.2,0.2,0.4,0.2,0,PhD,62,0.4,47140,High school diploma or equivalent,"47,200",-3% (Decline),"-1,400",https://www.bls.gov/ooh/production/jewelers-and-precious-stone-and-metal-workers.htm
Forensic science technicians,0.4,0.3,0.2,0.05,0.05,Bachelors,54,0.7,38060,Postsecondary nondegree award,"82,000",9% (Much faster than average),"7,500",https://www.bls.gov/ooh/personal-care-and-service/skincare-specialists.htm
Forensic Social Worker,0.2,0.3,0.3,0.7,0.1,Masters,62,0.3125,89940,Bachelor's degree,"326,300",5% (Faster than average),"16,200",https://www.bls.gov/ooh/architecture-and-engineering/civil-engineers.htm
Forest and conservation workers,0.05,0.6,0.2,0.1,0.05,Highschool,11,0.65,44980,High school diploma or equivalent,"1,607,200",4% (As fast as average),"57,200",https://www.bls.gov/ooh/installation-maintenance-and-repair/general-maintenance-and-repair-workers.htm
Forest Biometrics Professor,0.2,0.1,0.5,0.1,0.1,PhD,61,0.3,46090,No formal educational credential,"372,400",1% (Little or no change),"5,500",https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm
Forest Ecologist,0.2,0.2,0.4,0.1,0.1,Masters,11,0.4,30910,See How to Become One,"2,729,300",6% (Faster than average),"175,300",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm
Forest Ecology Professor,0.2,0.1,0.5,0.2,0.1,PhD,61,0.2727272727,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Forester Aide,0.1,0.4,0.2,0.2,0.1,Associates,11,0.5,56570,Master's degree,"71,200",15% (Much faster than average),"10,600",https://www.bls.gov/ooh/community-and-social-service/marriage-and-family-therapists.htm
Forest Fire Control Officer,0.1,0.3,0.3,0.2,0.1,Associates,11,0.4,159530,Doctoral or professional degree,"155,000",4% (As fast as average),"6,800",https://www.bls.gov/ooh/healthcare/dentists.htm
Forest Firefighter,0.05,0.6,0.2,0.1,0.05,Highschool,11,0.65,125900,Master's degree,"323,900",38% (Much faster than average),"123,600",https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm
Forest Fire Officer,0.1,0.4,0.3,0.2,0.2,Associates,11,0.4166666667,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600",https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm
Forest Management Professor,0.2,0.1,0.4,0.2,0.1,PhD,61,0.3,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600",https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm
Forest Nursery Worker,0.05,0.7,0.1,0.1,0.05,Highschool,11,0.75,125900,Master's degree,"323,900",38% (Much faster than average),"123,600",https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm
Forest Pathology Professor,0.1,0.2,0.4,0.2,0.1,PhD,61,0.3,126010,Master's degree,"148,000",27% (Much faster than average),"39,300",https://www.bls.gov/ooh/healthcare/physician-assistants.htm
Forest Resources Professor,0.2,0.1,0.4,0.2,0.1,PhD,61,0.3,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600",https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm
Forestry Laborer,0.05,0.7,0.1,0.1,0.05,Highschool,11,0.75,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600",https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm
Forestry Scientist,0.2,0.2,0.4,0.1,0.1,PhD,11,0.4,55350,See How to Become One,"728,600",7% (Faster than average),"53,800",https://www.bls.gov/ooh/community-and-social-service/social-workers.htm
Forest Technology Professor,0.2,0.1,0.4,0.2,0.1,PhD,61,0.3,55350,See How to Become One,"728,600",7% (Faster than average),"53,800",https://www.bls.gov/ooh/community-and-social-service/social-workers.htm
Forging Roll Operator,0.05,0.7,0.1,0.05,0.1,Highschool,33,0.75,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Forklift Driver,0.05,0.8,0.05,0.05,0.05,Highschool,49,0.85,38520,High school diploma or equivalent,"415,100",9% (Much faster than average),"35,600",https://www.bls.gov/ooh/community-and-social-service/social-and-human-service-assistants.htm
Forklift Mechanic,0.1,0.6,0.2,0.05,0.05,Professional Certificate,81,0.7,55350,See How to Become One,"728,600",7% (Faster than average),"53,800",https://www.bls.gov/ooh/community-and-social-service/social-workers.htm
Forklift Operator,0.05,0.8,0.05,0.05,0.05,Highschool,49,0.85,74240,Bachelor's degree,"178,400",9% (Much faster than average),"16,200",https://www.bls.gov/ooh/management/social-and-community-service-managers.htm
Forklift Technician,0.1,0.6,0.2,0.05,0.05,Professional Certificate,81,0.7,98590,Master's degree,"3,300",5% (Faster than average),100,https://www.bls.gov/ooh/life-physical-and-social-science/sociologists.htm
Forming Roll Operator,0.1,0.7,0.1,0.05,0.05,Highschool,33,0.8,56570,Master's degree,"71,200",15% (Much faster than average),"10,600",https://www.bls.gov/ooh/community-and-social-service/marriage-and-family-therapists.htm
Formulary Chemist,0.2,0.3,0.4,0.05,0.05,Masters,32,0.5,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Foster Care Social Worker,0.3,0.2,0.25,0.5,0.1,Masters,62,0.3703703704,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm
Foster Care Worker,0.2,0.3,0.2,0.3,0.1,Bachelors,62,0.4545454545,28240,No formal educational credential,"3,345,800",-10% (Decline),"-348,100",https://www.bls.gov/ooh/sales/cashiers.htm
Foundation Director,0.3,0.2,0.25,0.15,0.1,Masters,81,0.5,83260,Bachelor's degree,"1,600",6% (Faster than average),100,https://www.bls.gov/ooh/architecture-and-engineering/agricultural-engineers.htm
Foundry Equipment Mechanic,0.1,0.6,0.2,0.05,0.05,Professional Certificate,33,0.7,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Foundry Molder,0.05,0.7,0.1,0.05,0.1,Highschool,33,0.75,33290,See How to Become One,"804,600",-2% (Decline),"-16,000",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm
Four Slide Machine Setter,0.05,0.7,0.15,0.05,0.05,Highschool,33,0.75,33290,See How to Become One,"804,600",-2% (Decline),"-16,000",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm
Fraternity House Cook,0.05,0.7,0.1,0.15,0,Highschool,72,0.75,53140,See How to Become One,"54,600",4% (As fast as average),"2,400",https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm
Free Lance Artist,0.7,0.1,0.6,0.3,0.1,Bachelors,71,0.4444444444,43130,No formal educational credential,"2,200",0% (Little or no change),0,https://www.bls.gov/ooh/sales/models.htm
Freight Brake Operator,0.05,0.7,0.1,0.1,0.05,Highschool,48,0.75,30910,See How to Become One,"2,729,300",6% (Faster than average),"175,300",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm
Freight Broker,0.4,0.3,0.2,0.6,0.2,Associates,48,0.4117647059,30910,See How to Become One,"2,729,300",6% (Faster than average),"175,300",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm
Freight Car Repairer,0.05,0.7,0.15,0.05,0.05,Highschool,48,0.75,69160,See How to Become One,"808,700",3% (As fast as average),"23,800",https://www.bls.gov/ooh/protective-service/police-and-detectives.htm
Freight Checker,0.1,0.7,0.1,0.1,0,Highschool,48,0.8,46140,Associate's degree,"38,800",5% (Faster than average),"1,900",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-science-technicians.htm
Freight Clerk,0.3,0.5,0.1,0.1,0,Highschool,48,0.8,33290,See How to Become One,"804,600",-2% (Decline),"-16,000",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm
Freight Conductor,0.1,0.6,0.1,0.1,0.1,Highschool,48,0.7,46140,Associate's degree,"38,800",5% (Faster than average),"1,900",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-science-technicians.htm
Freight Elevator Erector,0.05,0.6,0.2,0.1,0.05,Professional Certificate,23,0.65,46580,High school diploma or equivalent,"52,300",-5% (Decline),"-2,400",https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm
Freight Engineer,0.2,0.4,0.2,0.1,0.1,Associates,48,0.6,46580,High school diploma or equivalent,"52,300",-5% (Decline),"-2,400",https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm
Freight Handler,0.05,0.7,0.1,0.1,0.05,Highschool,48,0.75,66100,See How to Become One,"83,200",2% (As fast as average),"1,500",https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm
French Professor,0.2,0.3,0.3,0.2,0,PhD,61,0.5,66100,See How to Become One,"83,200",2% (As fast as average),"1,500",https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm
Fresco Artist,0.1,0.3,0.5,0.1,0,Professional Certificate,71,0.4,66100,See How to Become One,"83,200",2% (As fast as average),"1,500",https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm
Front-End Loader Operator,0.05,0.8,0.1,0.05,0,Highschool,23,0.85,66100,See How to Become One,"83,200",2% (As fast as average),"1,500",https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm
Front Desk Receptionist,0.3,0.5,0.1,0.7,0.05,Highschool,72,0.4848484848,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Frozen Yogurt Maker,0.05,0.7,0.1,0.1,0.05,,72,0.75,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Fruit and Vegetable Parer,0.05,0.8,0.05,0.1,0,,11,0.85,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Fruit Buyer,0.2,0.4,0.2,0.2,0.1,Highschool,11,0.5454545455,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Fruit Sprayer,0.05,0.8,0.05,0.1,0,,11,0.85,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Fryline Attendant,0.05,0.8,0.05,0.1,0,,72,0.85,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Fuels Engineer,0.3,0.2,0.3,0.1,0.1,Bachelors,22,0.5,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Fuel Truck Driver,0.05,0.7,0.1,0.1,0.05,Highschool,48,0.75,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
