Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,2 Digit NAICS Industry,Rp,Link,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,,
Computer Applications Engineer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,124200,Bachelor's degree,74804,25% (Much faster than average),18800,,
Computer Systems Engineer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,124200,Bachelor's degree,74804,25% (Much faster than average),18800,,
Computer Systems Software Engineer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,124200,Bachelor's degree,74804,25% (Much faster than average),18800,,
Software Applications Engineer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,124200,Bachelor's degree,74804,25% (Much faster than average),18800,,
Software Engineer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,124200,Bachelor's degree,74804,25% (Much faster than average),18800,,
Software Systems Engineer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,124200,Bachelor's degree,74804,25% (Much faster than average),18800,,
Systems Software Developer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,124200,Bachelor's degree,74804,25% (Much faster than average),18800,,
Delivery truck drivers and driver/sales workers,0.1,0.7,0.1,0.4,0.1,48,0.5714285714,https://www.bls.gov/ooh/transportation-and-material-moving/delivery-truck-drivers-and-driver-sales-workers.htm,38220,High school diploma or equivalent,155055,10% (Much faster than average),15973,,
Security guards and gambling surveillance officers,0.1,0.7,0.1,0.4,0.1,71,0.5714285714,https://www.bls.gov/ooh/protective-service/security-guards.htm,34770,High school diploma or equivalent,97225,-1% (Little or no change),-1233,,
Pet Sitter,0.1,0.7,0.1,0.4,0.1,81,0.5714285714,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Network Analyst,0.8,0.4,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/network-and-computer-systems-administrators.htm,90520,Bachelor's degree,28325,2% (As fast as average),692,,
Visual Designer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/arts-and-design/graphic-designers.htm,57990,Bachelor's degree,90300,3% (As fast as average),2967,,
Graphic Web Designer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,80730,Bachelor's degree,24078,16% (Much faster than average),3856,,
Web Applications Developer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,80730,Bachelor's degree,24078,16% (Much faster than average),3856,,
Web Content Specialist,0.8,0.4,0.6,0.2,0.1,51,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,80730,Bachelor's degree,24078,16% (Much faster than average),3856,,
Web developers and digital designers,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,80730,Bachelor's degree,24078,16% (Much faster than average),3856,,
Computer Network Engineer,0.8,0.4,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/computer-network-architects.htm,126900,Bachelor's degree,36040,4% (As fast as average),1260,,
Business Intelligence Developer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/math/data-scientists.htm,103500,Bachelor's degree,33780,35% (Much faster than average),11880,,
Computer Security Specialist,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/information-security-analysts.htm,112000,Bachelor's degree,24129,32% (Much faster than average),7600,,
"Broadcast, sound, and video technicians",0.7,0.5,0.4,0.3,0.2,51,0.5714285714,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,4924,2% (As fast as average),86,,
Registered Veterinary Technician,0.2,0.4,0.2,0.2,0.05,54,0.5714285714,https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,38240,Associate's degree,11173,21% (Much faster than average),2291,,
Medical Scientist,0.4,0.2,0.3,0.1,0.05,62,0.5714285714,https://www.bls.gov/ooh/life-physical-and-social-science/medical-scientists.htm,99930,Doctoral or professional degree,8500,10% (Much faster than average),829,,
Animator,0.9,0.3,0.6,0.2,0.1,51,0.5714285714,https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,98950,Bachelor's degree,17860,8% (Faster than average),1480,,
Film Editor,0.9,0.3,0.6,0.2,0.1,51,0.5714285714,https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,62420,Bachelor's degree,5147,7% (Faster than average),341,,
Environmental Analyst,0.4,0.2,0.3,0.1,0.05,54,0.5714285714,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,76480,Bachelor's degree,10062,6% (Faster than average),612,,
Book Illustrator,0.8,0.2,0.6,0.1,0.05,51,0.5714285714,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,53140,See How to Become One,1606,4% (As fast as average),71,,
Environmental science and protection technicians,0.2,0.4,0.3,0.1,0.05,54,0.5714285714,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-science-and-protection-technicians.htm,48380,Associate's degree,4375,6% (Faster than average),250,,
Toy Designer,0.4,0.2,0.3,0.1,0.05,33,0.5714285714,https://www.bls.gov/ooh/arts-and-design/industrial-designers.htm,75910,Bachelor's degree,2314,2% (As fast as average),50,,
Apparel Designer,0.4,0.2,0.3,0.1,0.05,33,0.5714285714,https://www.bls.gov/ooh/arts-and-design/fashion-designers.htm,76700,Bachelor's degree,2264,3% (As fast as average),73,,
Climatologist,0.4,0.2,0.3,0.1,0.05,54,0.5714285714,https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm,83780,Bachelor's degree,750,4% (As fast as average),36,,
Clinical Epidemiologist,0.4,0.2,0.3,0.1,0.05,62,0.5714285714,https://www.bls.gov/ooh/life-physical-and-social-science/epidemiologists.htm,78520,Master's degree,1250,27% (Much faster than average),338,,
Secretaries and administrative assistants,0.7,0.6,0.3,0.5,0.2,56,0.5652173913,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,44080,High school diploma or equivalent,261477,-10% (Decline),-25585,,
Accountants and auditors,0.7,0.6,0.5,0.3,0.2,54,0.5652173913,https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,78000,Bachelor's degree,102560,4% (As fast as average),4493,,
Legal Assistant,0.7,0.6,0.4,0.5,0.1,54,0.5652173913,https://www.bls.gov/ooh/legal/paralegals-and-legal-assistants.htm,59200,Associate's degree,59050,4% (As fast as average),2467,,
Copy Editor,0.8,0.5,0.7,0.2,0.1,51,0.5652173913,https://www.bls.gov/ooh/media-and-communication/editors.htm,73080,Bachelor's degree,8721,-4% (Decline),-350,,
Comic Illustrator,0.8,0.5,0.7,0.2,0.1,71,0.5652173913,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,53140,See How to Become One,1606,4% (As fast as average),71,,
Statistical Analyst,0.8,0.5,0.7,0.2,0.1,54,0.5652173913,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,99960,Master's degree,1874,30% (Much faster than average),558,,
Records Management Analyst,0.7,0.2,0.4,0.2,0.1,51,0.5625,https://www.bls.gov/ooh/business-and-financial/management-analysts.htm,95290,Bachelor's degree,89782,10% (Much faster than average),8700,,
Local Area Network Administrator,0.8,0.1,0.4,0.2,0.1,54,0.5625,https://www.bls.gov/ooh/computer-and-information-technology/network-and-computer-systems-administrators.htm,90520,Bachelor's degree,28325,2% (As fast as average),692,,
Network Systems Coordinator,0.8,0.1,0.4,0.2,0.1,54,0.5625,https://www.bls.gov/ooh/computer-and-information-technology/network-and-computer-systems-administrators.htm,90520,Bachelor's degree,28325,2% (As fast as average),692,,
WAN Systems Administrator,0.8,0.1,0.4,0.2,0.1,54,0.5625,https://www.bls.gov/ooh/computer-and-information-technology/network-and-computer-systems-administrators.htm,90520,Bachelor's degree,28325,2% (As fast as average),692,,
Wide Area Network Administrator,0.8,0.1,0.4,0.2,0.1,54,0.5625,https://www.bls.gov/ooh/computer-and-information-technology/network-and-computer-systems-administrators.htm,90520,Bachelor's degree,28325,2% (As fast as average),692,,
Catalog Librarian,0.6,0.3,0.4,0.2,0.1,51,0.5625,https://www.bls.gov/ooh/education-training-and-library/librarians.htm,61660,Master's degree,5431,3% (As fast as average),165,,
News Video Editor,0.7,0.2,0.4,0.2,0.1,51,0.5625,https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,62420,Bachelor's degree,5147,7% (Faster than average),341,,
Skip Tracer,0.6,0.3,0.4,0.2,0.1,56,0.5625,https://www.bls.gov/ooh/protective-service/private-detectives-and-investigators.htm,52120,High school diploma or equivalent,4256,6% (Faster than average),256,,
Electronic Publisher,0.8,0.1,0.4,0.2,0.1,51,0.5625,https://www.bls.gov/ooh/office-and-administrative-support/desktop-publishers.htm,47910,Associate's degree,1062,-13% (Decline),-138,,
Postal Service Window Clerk,0.2,0.6,0.1,0.5,0.05,48,0.5517241379,https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,53680,No formal educational credential,22923,-8% (Decline),-1773,,
Tellers,0.2,0.6,0.1,0.5,0.05,52,0.5517241379,https://www.bls.gov/ooh/office-and-administrative-support/tellers.htm,36380,High school diploma or equivalent,33100,-15% (Decline),-4809,,
Endoscopy Registered Nurse,0.15,0.4,0.25,0.2,0,62,0.55,https://www.bls.gov/ooh/healthcare/registered-nurses.htm,81220,Bachelor's degree,186618,6% (Faster than average),10435,,
Licensed Practical Nurse,0.15,0.4,0.25,0.2,0,62,0.55,https://www.bls.gov/ooh/healthcare/licensed-practical-and-licensed-vocational-nurses.htm,54620,Postsecondary nondegree award,81875,5% (Faster than average),4362,,
Mechanical engineers,0.3,0.25,0.3,0.1,0.05,33,0.55,https://www.bls.gov/ooh/architecture-and-engineering/mechanical-engineers.htm,96310,Bachelor's degree,40871,10% (Much faster than average),4071,,
Professional Athlete,0.05,0.5,0.3,0.1,0.05,71,0.55,https://www.bls.gov/ooh/entertainment-and-sports/athletes-and-sports-competitors.htm,94270,No formal educational credential,333,9% (Much faster than average),31,,
Professional Basketball Player,0.05,0.5,0.2,0.2,0.05,71,0.55,https://www.bls.gov/ooh/entertainment-and-sports/athletes-and-sports-competitors.htm,94270,No formal educational credential,333,9% (Much faster than average),31,,
Hotel Supplies Salesperson,0.2,0.4,0.2,0.2,0.1,44,0.5454545455,https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,67750,See How to Become One,109993,1% (Little or no change),1367,,
Marketing Instructor,0.4,0.2,0.2,0.2,0.1,61,0.5454545455,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
Survey Research Professor,0.4,0.2,0.3,0.1,0.1,61,0.5454545455,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,5800,8% (Faster than average),470,,
University Institutional Researcher,0.4,0.2,0.3,0.1,0.1,61,0.5454545455,https://www.bls.gov/ooh/business-and-financial/management-analysts.htm,95290,Bachelor's degree,89782,10% (Much faster than average),8700,,
Help Desk Analyst,0.7,0.2,0.1,0.6,0.05,54,0.5454545455,https://www.bls.gov/ooh/computer-and-information-technology/computer-support-specialists.htm,59660,See How to Become One,76175,5% (Faster than average),4100,,
Corporate Counselor,0.4,0.2,0.2,0.2,0.1,54,0.5454545455,https://www.bls.gov/ooh/legal/lawyers.htm,135740,Doctoral or professional degree,24303,8% (Faster than average),1835,,
Insurance Attorney,0.4,0.2,0.3,0.1,0.1,54,0.5454545455,https://www.bls.gov/ooh/legal/lawyers.htm,135740,Doctoral or professional degree,24303,8% (Faster than average),1835,,
Probate Lawyer,0.3,0.3,0.25,0.15,0.1,54,0.5454545455,https://www.bls.gov/ooh/legal/lawyers.htm,135740,Doctoral or professional degree,24303,8% (Faster than average),1835,,
Tax Attorney,0.4,0.2,0.3,0.1,0.1,54,0.5454545455,https://www.bls.gov/ooh/legal/lawyers.htm,135740,Doctoral or professional degree,24303,8% (Faster than average),1835,,
Deputy Sheriff,0.2,0.4,0.2,0.2,0.1,92,0.5454545455,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,69160,See How to Become One,23106,3% (As fast as average),680,,
Game Warden,0.2,0.4,0.2,0.2,0.1,11,0.5454545455,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,69160,See How to Become One,23106,3% (As fast as average),680,,
Right of Way Agent,0.3,0.3,0.2,0.2,0.1,54,0.5454545455,https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm,52030,High school diploma or equivalent,84257,3% (As fast as average),2771,,
Fruit Buyer,0.2,0.4,0.2,0.2,0.1,11,0.5454545455,https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm,75120,Bachelor's degree,23829,-6% (Decline),-1442,,
Retail Buyer,0.3,0.3,0.2,0.2,0.1,44,0.5454545455,https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm,75120,Bachelor's degree,23829,-6% (Decline),-1442,,
Corporate Trainer,0.4,0.2,0.2,0.2,0.1,61,0.5454545455,https://www.bls.gov/ooh/business-and-financial/training-and-development-specialists.htm,63080,Bachelor's degree,42867,6% (Faster than average),2689,,
Insurance Employee Trainer,0.4,0.2,0.2,0.2,0.1,52,0.5454545455,https://www.bls.gov/ooh/business-and-financial/training-and-development-specialists.htm,63080,Bachelor's degree,42867,6% (Faster than average),2689,,
Training and development specialists,0.4,0.2,0.2,0.2,0.1,61,0.5454545455,https://www.bls.gov/ooh/business-and-financial/training-and-development-specialists.htm,63080,Bachelor's degree,42867,6% (Faster than average),2689,,
Training Coordinator,0.4,0.2,0.2,0.2,0.1,61,0.5454545455,https://www.bls.gov/ooh/business-and-financial/training-and-development-specialists.htm,63080,Bachelor's degree,42867,6% (Faster than average),2689,,
Training Specialist,0.4,0.2,0.2,0.2,0.1,61,0.5454545455,https://www.bls.gov/ooh/business-and-financial/training-and-development-specialists.htm,63080,Bachelor's degree,42867,6% (Faster than average),2689,,
Architectural Engineer,0.4,0.2,0.3,0.1,0.1,54,0.5454545455,https://www.bls.gov/ooh/architecture-and-engineering/civil-engineers.htm,89940,Bachelor's degree,29664,5% (Faster than average),1473,,
Press Agent,0.4,0.2,0.2,0.2,0.1,51,0.5454545455,https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,67440,Bachelor's degree,22854,6% (Faster than average),1385,,
Press Secretary,0.4,0.2,0.2,0.2,0.1,51,0.5454545455,https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,67440,Bachelor's degree,22854,6% (Faster than average),1385,,
Public Affairs Officer,0.4,0.2,0.2,0.2,0.1,92,0.5454545455,https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,67440,Bachelor's degree,22854,6% (Faster than average),1385,,
Publicist,0.4,0.2,0.2,0.2,0.1,51,0.5454545455,https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,67440,Bachelor's degree,22854,6% (Faster than average),1385,,
Publicity Agent,0.4,0.2,0.2,0.2,0.1,71,0.5454545455,https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,67440,Bachelor's degree,22854,6% (Faster than average),1385,,
Public Relations Counselor,0.4,0.2,0.2,0.2,0.1,54,0.5454545455,https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,67440,Bachelor's degree,22854,6% (Faster than average),1385,,
Graphic designers,0.8,0.4,0.6,0.3,0.1,54,0.5454545455,https://www.bls.gov/ooh/arts-and-design/graphic-designers.htm,57990,Bachelor's degree,90300,3% (As fast as average),2967,,
Curriculum Specialist,0.4,0.2,0.3,0.1,0.1,61,0.5454545455,https://www.bls.gov/ooh/education-training-and-library/instructional-coordinators.htm,66490,Master's degree,24067,2% (As fast as average),589,,
School Curriculum Developer,0.4,0.2,0.3,0.1,0.1,61,0.5454545455,https://www.bls.gov/ooh/education-training-and-library/instructional-coordinators.htm,66490,Master's degree,24067,2% (As fast as average),589,,
Mechanical Maintenance Instructor,0.2,0.4,0.2,0.2,0.1,61,0.5454545455,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,61450,Bachelor's degree,7856,0% (Little or no change),-30,,
Construction Inspector,0.2,0.4,0.2,0.2,0.1,23,0.5454545455,https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,64480,High school diploma or equivalent,10954,-2% (Decline),-169,,
Collection Development Librarian,0.4,0.2,0.3,0.1,0.1,51,0.5454545455,https://www.bls.gov/ooh/education-training-and-library/librarians.htm,61660,Master's degree,5431,3% (As fast as average),165,,
Construction Health and Safety Technician,0.2,0.4,0.2,0.2,0.1,23,0.5454545455,https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm,75240,See How to Become One,9227,13% (Much faster than average),1180,,
Campaign Fundraiser,0.4,0.2,0.2,0.2,0.1,81,0.5454545455,https://www.bls.gov/ooh/business-and-financial/fundraisers.htm,61190,Bachelor's degree,31000,5% (Faster than average),1625,,
Fundraising Officer,0.4,0.2,0.2,0.2,0.1,81,0.5454545455,https://www.bls.gov/ooh/business-and-financial/fundraisers.htm,61190,Bachelor's degree,31000,5% (Faster than average),1625,,
Editors,0.4,0.2,0.3,0.1,0.1,51,0.5454545455,https://www.bls.gov/ooh/media-and-communication/editors.htm,73080,Bachelor's degree,8721,-4% (Decline),-350,,
Donor Relations Manager,0.4,0.2,0.2,0.2,0.1,81,0.5454545455,https://www.bls.gov/ooh/management/public-relations-managers.htm,125620,Bachelor's degree,8808,6% (Faster than average),500,,
Industrial Relations Specialist,0.4,0.2,0.2,0.2,0.1,54,0.5454545455,https://www.bls.gov/ooh/business-and-financial/labor-relations-specialists.htm,82010,Bachelor's degree,9229,-1% (Little or no change),-71,,
Scientific Illustrator,0.7,0.2,0.6,0.1,0.05,54,0.5454545455,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,53140,See How to Become One,1606,4% (As fast as average),71,,
Air Pollution Control Engineer,0.4,0.2,0.3,0.1,0.1,54,0.5454545455,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm,96530,Bachelor's degree,4730,6% (Faster than average),290,,
Health Actuary,0.4,0.2,0.3,0.1,0.1,62,0.5454545455,https://www.bls.gov/ooh/math/actuaries.htm,113990,Bachelor's degree,4286,23% (Much faster than average),1000,,
Geophysicist,0.4,0.2,0.3,0.1,0.1,21,0.5454545455,https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,87480,Bachelor's degree,1096,5% (Faster than average),54,,
Bioengineers and biomedical engineers,0.4,0.2,0.3,0.1,0.1,62,0.5454545455,https://www.bls.gov/ooh/architecture-and-engineering/biomedical-engineers.htm,99550,Bachelor's degree,2814,5% (Faster than average),143,,
Biomedical Engineer,0.4,0.2,0.3,0.1,0.1,62,0.5454545455,https://www.bls.gov/ooh/architecture-and-engineering/biomedical-engineers.htm,99550,Bachelor's degree,2814,5% (Faster than average),143,,
Environmental Economist,0.4,0.2,0.3,0.1,0.1,54,0.5454545455,https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm,113940,Master's degree,1467,6% (Faster than average),92,,
Trade Economist,0.4,0.2,0.3,0.1,0.1,52,0.5454545455,https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm,113940,Master's degree,1467,6% (Faster than average),92,,
Environmental Epidemiologist,0.4,0.2,0.3,0.1,0.1,62,0.5454545455,https://www.bls.gov/ooh/life-physical-and-social-science/epidemiologists.htm,78520,Master's degree,1250,27% (Much faster than average),338,,
Medical Epidemiologist,0.4,0.2,0.3,0.1,0.1,62,0.5454545455,https://www.bls.gov/ooh/life-physical-and-social-science/epidemiologists.htm,78520,Master's degree,1250,27% (Much faster than average),338,,
Government Affairs Specialist,0.4,0.2,0.2,0.2,0.1,92,0.5454545455,https://www.bls.gov/ooh/life-physical-and-social-science/political-scientists.htm,128020,Master's degree,886,7% (Faster than average),57,,
Economic Geographer,0.4,0.2,0.3,0.1,0.1,54,0.5454545455,https://www.bls.gov/ooh/life-physical-and-social-science/geographers.htm,88900,Bachelor's degree,188,1% (Little or no change),0,,
Customer Support Representative,0.7,0.6,0.2,0.8,0.1,54,0.5416666667,https://www.bls.gov/ooh/office-and-administrative-support/customer-service-representatives.htm,37780,High school diploma or equivalent,271173,-5% (Decline),-14791,,
Computer Customer Support Specialist,0.8,0.5,0.4,0.6,0.1,54,0.5416666667,https://www.bls.gov/ooh/computer-and-information-technology/computer-support-specialists.htm,59660,See How to Become One,76175,5% (Faster than average),4100,,
Data Processing Manager,0.7,0.6,0.4,0.2,0.5,54,0.5416666667,https://www.bls.gov/ooh/management/computer-and-information-systems-managers.htm,164070,Bachelor's degree,39814,15% (Much faster than average),6143,,
Network Systems Administrator,0.8,0.5,0.6,0.3,0.2,54,0.5416666667,https://www.bls.gov/ooh/computer-and-information-technology/network-and-computer-systems-administrators.htm,90520,Bachelor's degree,28325,2% (As fast as average),692,,
Network Engineer,0.8,0.5,0.6,0.3,0.2,54,0.5416666667,https://www.bls.gov/ooh/computer-and-information-technology/computer-network-architects.htm,126900,Bachelor's degree,36040,4% (As fast as average),1260,,
Graphic Artist,0.8,0.2,0.6,0.2,0.05,54,0.5405405405,https://www.bls.gov/ooh/arts-and-design/graphic-designers.htm,57990,Bachelor's degree,90300,3% (As fast as average),2967,,
Cryptanalyst,0.8,0.2,0.7,0.1,0.05,54,0.5405405405,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,99960,Master's degree,1874,30% (Much faster than average),558,,
Computer Help Desk Specialist,0.8,0.6,0.4,0.7,0.1,54,0.5384615385,https://www.bls.gov/ooh/computer-and-information-technology/computer-support-specialists.htm,59660,See How to Become One,76175,5% (Faster than average),4100,,
Hotel Dining Room Cashier,0.2,0.6,0.1,0.5,0.1,72,0.5333333333,https://www.bls.gov/ooh/sales/cashiers.htm,28240,No formal educational credential,371756,-10% (Decline),-38678,,
Network Diagnostic Support Specialist,0.8,0.1,0.4,0.3,0.1,54,0.5294117647,https://www.bls.gov/ooh/computer-and-information-technology/computer-support-specialists.htm,59660,See How to Become One,76175,5% (Faster than average),4100,,
Network Technician,0.7,0.2,0.4,0.3,0.1,54,0.5294117647,https://www.bls.gov/ooh/computer-and-information-technology/computer-support-specialists.htm,59660,See How to Become One,76175,5% (Faster than average),4100,,
Marketing Administrator,0.7,0.2,0.4,0.3,0.1,54,0.5294117647,https://www.bls.gov/ooh/management/advertising-promotions-and-marketing-managers.htm,138730,Bachelor's degree,29923,6% (Faster than average),1869,,
Workers Compensation Claims Examiner,0.7,0.2,0.4,0.3,0.1,52,0.5294117647,https://www.bls.gov/ooh/business-and-financial/claims-adjusters-appraisers-examiners-and-investigators.htm,72040,See How to Become One,20153,-3% (Decline),-629,,
Network Support Coordinator,0.7,0.2,0.4,0.3,0.1,54,0.5294117647,https://www.bls.gov/ooh/computer-and-information-technology/network-and-computer-systems-administrators.htm,90520,Bachelor's degree,28325,2% (As fast as average),692,,
Industrial Photographer,0.7,0.2,0.4,0.3,0.1,51,0.5294117647,https://www.bls.gov/ooh/media-and-communication/photographers.htm,40170,High school diploma or equivalent,12408,4% (As fast as average),508,,
Photographers,0.7,0.2,0.4,0.3,0.1,71,0.5294117647,https://www.bls.gov/ooh/media-and-communication/photographers.htm,40170,High school diploma or equivalent,12408,4% (As fast as average),508,,
Audio-Visual Production Specialist,0.7,0.2,0.4,0.3,0.1,51,0.5294117647,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,4924,2% (As fast as average),86,,
Audio Recording Engineer,0.7,0.2,0.4,0.3,0.1,51,0.5294117647,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,4924,2% (As fast as average),86,,
Recording Engineer,0.7,0.2,0.4,0.3,0.1,51,0.5294117647,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,4924,2% (As fast as average),86,,
Telecasting Engineer,0.7,0.2,0.4,0.3,0.1,51,0.5294117647,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,4924,2% (As fast as average),86,,
Television Audio Engineer,0.7,0.2,0.4,0.3,0.1,51,0.5294117647,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,4924,2% (As fast as average),86,,
Video Production Assistant,0.7,0.2,0.4,0.3,0.1,51,0.5294117647,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,4924,2% (As fast as average),86,,
Newspaper Photo Editor,0.7,0.2,0.4,0.3,0.1,51,0.5294117647,https://www.bls.gov/ooh/media-and-communication/editors.htm,73080,Bachelor's degree,8721,-4% (Decline),-350,,
Benefits Analyst,0.7,0.2,0.4,0.3,0.1,52,0.5294117647,https://www.bls.gov/ooh/business-and-financial/compensation-benefits-and-job-analysis-specialists.htm,67780,Bachelor's degree,8927,7% (Faster than average),627,,
Compensation Specialist,0.7,0.2,0.4,0.3,0.1,52,0.5294117647,https://www.bls.gov/ooh/business-and-financial/compensation-benefits-and-job-analysis-specialists.htm,67780,Bachelor's degree,8927,7% (Faster than average),627,,
Desk Reporter,0.7,0.2,0.4,0.3,0.1,51,0.5294117647,https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,55960,Bachelor's degree,2786,-3% (Decline),-90,,
Health Information Systems Technician,0.7,0.2,0.4,0.3,0.1,62,0.5294117647,https://www.bls.gov/ooh/healthcare/health-information-technologists-and-medical-registrars.htm,58250,Associate's degree,6317,16% (Much faster than average),1033,,
Health information technologists and medical registrars,0.7,0.2,0.4,0.3,0.1,62,0.5294117647,https://www.bls.gov/ooh/healthcare/health-information-technologists-and-medical-registrars.htm,58250,Associate's degree,6317,16% (Much faster than average),1033,,
Software Quality Engineer,0.8,0.2,0.6,0.2,0.1,54,0.5263157895,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,124200,Bachelor's degree,74804,25% (Much faster than average),18800,,
Magazine Designer,0.8,0.2,0.6,0.2,0.1,51,0.5263157895,https://www.bls.gov/ooh/arts-and-design/art-directors.htm,105180,Bachelor's degree,67550,6% (Faster than average),4100,,
Special Effects Artist,0.8,0.2,0.6,0.2,0.1,71,0.5263157895,https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,98950,Bachelor's degree,17860,8% (Faster than average),1480,,
Special effects artists and animators,0.8,0.2,0.6,0.2,0.1,51,0.5263157895,https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,98950,Bachelor's degree,17860,8% (Faster than average),1480,,
Medical Illustrator,0.8,0.2,0.6,0.2,0.1,62,0.5263157895,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,53140,See How to Become One,1606,4% (As fast as average),71,,
